source,subset,speaker_id,utterance_id,system_id,label,audio_path
asvspoof2019_la,train,LA_0079,LA_T_3247389,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac
asvspoof2019_la,train,LA_0079,LA_T_3346004,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3346004.flac
asvspoof2019_la,train,LA_0079,LA_T_3441957,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3441957.flac
asvspoof2019_la,train,LA_0079,LA_T_3561136,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3561136.flac
asvspoof2019_la,train,LA_0079,LA_T_3576775,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3576775.flac
asvspoof2019_la,train,LA_0079,LA_T_3580508,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3580508.flac
asvspoof2019_la,train,LA_0079,LA_T_3635733,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3635733.flac
asvspoof2019_la,train,LA_0079,LA_T_3636245,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3636245.flac
asvspoof2019_la,train,LA_0079,LA_T_3810183,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3810183.flac
asvspoof2019_la,train,LA_0079,LA_T_3849267,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac
asvspoof2019_la,train,LA_0079,LA_T_3995089,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac
asvspoof2019_la,train,LA_0079,LA_T_3999087,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3999087.flac
asvspoof2019_la,train,LA_0079,LA_T_3999267,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac
asvspoof2019_la,train,LA_0079,LA_T_4053835,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4053835.flac
asvspoof2019_la,train,LA_0079,LA_T_4118798,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4118798.flac
asvspoof2019_la,train,LA_0079,LA_T_4155454,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4155454.flac
asvspoof2019_la,train,LA_0079,LA_T_4179989,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4179989.flac
asvspoof2019_la,train,LA_0079,LA_T_4197307,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac
asvspoof2019_la,train,LA_0079,LA_T_4237787,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4237787.flac
asvspoof2019_la,train,LA_0079,LA_T_4239283,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4239283.flac
asvspoof2019_la,train,LA_0079,LA_T_4244329,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4244329.flac
asvspoof2019_la,train,LA_0079,LA_T_4339311,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4339311.flac
asvspoof2019_la,train,LA_0079,LA_T_4362109,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac
asvspoof2019_la,train,LA_0079,LA_T_4428691,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4428691.flac
asvspoof2019_la,train,LA_0079,LA_T_4752788,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4752788.flac
asvspoof2019_la,train,LA_0079,LA_T_4756464,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4756464.flac
asvspoof2019_la,train,LA_0079,LA_T_4822766,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4822766.flac
asvspoof2019_la,train,LA_0079,LA_T_5096578,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5096578.flac
asvspoof2019_la,train,LA_0079,LA_T_5161420,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5161420.flac
asvspoof2019_la,train,LA_0079,LA_T_5191549,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5191549.flac
asvspoof2019_la,train,LA_0079,LA_T_5337549,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5337549.flac
asvspoof2019_la,train,LA_0079,LA_T_5387852,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5387852.flac
asvspoof2019_la,train,LA_0079,LA_T_5521272,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5521272.flac
asvspoof2019_la,train,LA_0079,LA_T_5761909,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac
asvspoof2019_la,train,LA_0079,LA_T_5777819,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac
asvspoof2019_la,train,LA_0079,LA_T_5785306,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac
asvspoof2019_la,train,LA_0079,LA_T_5954195,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac
asvspoof2019_la,train,LA_0079,LA_T_6058143,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac
asvspoof2019_la,train,LA_0079,LA_T_6074694,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac
asvspoof2019_la,train,LA_0079,LA_T_6105178,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac
asvspoof2019_la,train,LA_0079,LA_T_6200206,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac
asvspoof2019_la,train,LA_0079,LA_T_6214695,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac
asvspoof2019_la,train,LA_0079,LA_T_6324553,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac
asvspoof2019_la,train,LA_0079,LA_T_6335714,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac
asvspoof2019_la,train,LA_0079,LA_T_6370865,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac
asvspoof2019_la,train,LA_0079,LA_T_6405980,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac
asvspoof2019_la,train,LA_0079,LA_T_6426017,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac
asvspoof2019_la,train,LA_0079,LA_T_6492747,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6492747.flac
asvspoof2019_la,train,LA_0079,LA_T_6618587,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6618587.flac
asvspoof2019_la,train,LA_0079,LA_T_6630946,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6630946.flac
asvspoof2019_la,train,LA_0079,LA_T_6721654,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6721654.flac
asvspoof2019_la,train,LA_0079,LA_T_6736628,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6736628.flac
asvspoof2019_la,train,LA_0079,LA_T_6768659,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6768659.flac
asvspoof2019_la,train,LA_0079,LA_T_6960204,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6960204.flac
asvspoof2019_la,train,LA_0079,LA_T_7122854,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7122854.flac
asvspoof2019_la,train,LA_0079,LA_T_7123800,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7123800.flac
asvspoof2019_la,train,LA_0079,LA_T_7248140,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac
asvspoof2019_la,train,LA_0079,LA_T_7288400,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7288400.flac
asvspoof2019_la,train,LA_0079,LA_T_7397041,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7397041.flac
asvspoof2019_la,train,LA_0079,LA_T_7677120,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac
asvspoof2019_la,train,LA_0079,LA_T_7737943,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7737943.flac
asvspoof2019_la,train,LA_0079,LA_T_7744923,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_7744923.flac
asvspoof2019_la,train,LA_0079,LA_T_8115679,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8115679.flac
asvspoof2019_la,train,LA_0079,LA_T_8145267,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8145267.flac
asvspoof2019_la,train,LA_0079,LA_T_8324598,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8324598.flac
asvspoof2019_la,train,LA_0079,LA_T_8449978,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8449978.flac
asvspoof2019_la,train,LA_0079,LA_T_8458654,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8458654.flac
asvspoof2019_la,train,LA_0079,LA_T_8507928,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8507928.flac
asvspoof2019_la,train,LA_0079,LA_T_8638376,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8638376.flac
asvspoof2019_la,train,LA_0079,LA_T_8682959,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_8682959.flac
asvspoof2019_la,train,LA_0079,LA_T_9107429,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9107429.flac
asvspoof2019_la,train,LA_0079,LA_T_9152126,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9152126.flac
asvspoof2019_la,train,LA_0079,LA_T_9188299,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9188299.flac
asvspoof2019_la,train,LA_0079,LA_T_9258514,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9258514.flac
asvspoof2019_la,train,LA_0079,LA_T_9341221,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9341221.flac
asvspoof2019_la,train,LA_0079,LA_T_9431341,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9431341.flac
asvspoof2019_la,train,LA_0079,LA_T_9437384,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9437384.flac
asvspoof2019_la,train,LA_0079,LA_T_9456128,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9456128.flac
asvspoof2019_la,train,LA_0079,LA_T_9488159,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9488159.flac
asvspoof2019_la,train,LA_0079,LA_T_9515789,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9515789.flac
asvspoof2019_la,train,LA_0079,LA_T_9526930,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9526930.flac
asvspoof2019_la,train,LA_0079,LA_T_9534983,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9534983.flac
asvspoof2019_la,train,LA_0079,LA_T_9543922,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9543922.flac
asvspoof2019_la,train,LA_0079,LA_T_9596913,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9596913.flac
asvspoof2019_la,train,LA_0079,LA_T_9669914,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9669914.flac
asvspoof2019_la,train,LA_0079,LA_T_9701712,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9701712.flac
asvspoof2019_la,train,LA_0079,LA_T_9789409,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9789409.flac
asvspoof2019_la,train,LA_0079,LA_T_9803720,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9803720.flac
asvspoof2019_la,train,LA_0079,LA_T_9874922,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9874922.flac
asvspoof2019_la,train,LA_0079,LA_T_9897034,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9897034.flac
asvspoof2019_la,train,LA_0079,LA_T_9905136,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9905136.flac
asvspoof2019_la,train,LA_0079,LA_T_9907603,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9907603.flac
asvspoof2019_la,train,LA_0079,LA_T_9926593,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_9926593.flac
asvspoof2019_la,train,LA_0080,LA_T_1078395,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1078395.flac
asvspoof2019_la,train,LA_0080,LA_T_1257508,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1257508.flac
asvspoof2019_la,train,LA_0080,LA_T_1290428,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1290428.flac
asvspoof2019_la,train,LA_0080,LA_T_1373249,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1373249.flac
asvspoof2019_la,train,LA_0080,LA_T_1411980,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1411980.flac
asvspoof2019_la,train,LA_0080,LA_T_1455233,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1455233.flac
asvspoof2019_la,train,LA_0080,LA_T_1470659,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1470659.flac
asvspoof2019_la,train,LA_0080,LA_T_1511191,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1511191.flac
asvspoof2019_la,train,LA_0080,LA_T_1618831,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1618831.flac
asvspoof2019_la,train,LA_0080,LA_T_1625761,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1625761.flac
asvspoof2019_la,train,LA_0080,LA_T_1651877,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1651877.flac
asvspoof2019_la,train,LA_0080,LA_T_1702062,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1702062.flac
asvspoof2019_la,train,LA_0080,LA_T_1735385,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1735385.flac
asvspoof2019_la,train,LA_0080,LA_T_1795259,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1795259.flac
asvspoof2019_la,train,LA_0080,LA_T_1820456,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1820456.flac
asvspoof2019_la,train,LA_0080,LA_T_1909202,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1909202.flac
asvspoof2019_la,train,LA_0080,LA_T_2091969,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2091969.flac
asvspoof2019_la,train,LA_0080,LA_T_2335057,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2335057.flac
asvspoof2019_la,train,LA_0080,LA_T_2386039,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2386039.flac
asvspoof2019_la,train,LA_0080,LA_T_2407353,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2407353.flac
asvspoof2019_la,train,LA_0080,LA_T_2486958,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2486958.flac
asvspoof2019_la,train,LA_0080,LA_T_2610237,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2610237.flac
asvspoof2019_la,train,LA_0080,LA_T_2698001,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2698001.flac
asvspoof2019_la,train,LA_0080,LA_T_2737588,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2737588.flac
asvspoof2019_la,train,LA_0080,LA_T_2777160,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2777160.flac
asvspoof2019_la,train,LA_0080,LA_T_2801441,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2801441.flac
asvspoof2019_la,train,LA_0080,LA_T_2835258,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2835258.flac
asvspoof2019_la,train,LA_0080,LA_T_2848593,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2848593.flac
asvspoof2019_la,train,LA_0080,LA_T_2869730,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2869730.flac
asvspoof2019_la,train,LA_0080,LA_T_2992916,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2992916.flac
asvspoof2019_la,train,LA_0080,LA_T_3108269,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3108269.flac
asvspoof2019_la,train,LA_0080,LA_T_3121388,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3121388.flac
asvspoof2019_la,train,LA_0080,LA_T_3127213,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3127213.flac
asvspoof2019_la,train,LA_0080,LA_T_3315434,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3315434.flac
asvspoof2019_la,train,LA_0080,LA_T_3317496,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3317496.flac
asvspoof2019_la,train,LA_0080,LA_T_3387982,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3387982.flac
asvspoof2019_la,train,LA_0080,LA_T_3465801,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3465801.flac
asvspoof2019_la,train,LA_0080,LA_T_3505297,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3505297.flac
asvspoof2019_la,train,LA_0080,LA_T_3518487,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3518487.flac
asvspoof2019_la,train,LA_0080,LA_T_3555171,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3555171.flac
asvspoof2019_la,train,LA_0080,LA_T_3595333,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3595333.flac
asvspoof2019_la,train,LA_0080,LA_T_3626619,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3626619.flac
asvspoof2019_la,train,LA_0080,LA_T_3725354,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3725354.flac
asvspoof2019_la,train,LA_0080,LA_T_3772667,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3772667.flac
asvspoof2019_la,train,LA_0080,LA_T_3840528,-,bonafide,data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3840528.flac
